type,name,label,required,appearance,$given_name,relevant,choice_filter,constraint_message,constraint_message::English,constraint,calculation
note,price_condiments_display,The price of one kilogram of condiments  is: ${calc_condiments} YER,,,,"selected(${quantity_0.5kg_condiments},""yes"")",,,,,
end_group,foodsi_condiments _information,,,,,,,,,,
begin_group,vegetables ,Vegetables   ,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_vegetables ,20.1 Do the vendor KI currently sell vegetables  in his shop?,,,,,,,,,
end_group,vegetables ,,,,,,,,,,
begin_group,vegetables_price_information,vegetables  price information,,,,"selected(${sell_vegetables},'yes')",,,,,
select_one yes_no,si_quantity_10kg_vegetables ,20.2 Are you collecting the price for 2 trays of vegetables ? ,TRUE,,,,,,,,
integer,si_quantity_other_vegetables ,"20.3 If no, what quantity is this product sold in ? (in kilograms)",TRUE,,,"selected(${quantity_10kg_vegetables},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_vegetables ,20.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_vegetables ,,,,,,,,,,"round(if((selected(${quantity_10kg_vegetables},'yes')), (${price_vegetables} div 10), ${price_vegetables}),0)"
calculate,calc_price_vegetables ,,,,,,,,,,"round(if((selected(${quantity_10kg_vegetables},'no')), (${price_vegetables} div ${quantity_other_vegetables}), ${price_vegetables}),0)"
note,price_vegetables_normalised,The price of one kilogram of vegetables  is: ${calc_price_vegetables} YER,,,,"selected(${quantity_10kg_vegetables},""no"")",,,,,
note,price_vegetables_display,The price of one kilogram of vegetables  is: ${calc_vegetables} YER,,,,"selected(${quantity_10kg_vegetables},""yes"")",,,,,
end_group,foodsi_vegetables _information,,,,,,,,,,
begin_group,milk,Milk,,,,"selected(${foodsi_info},'yes')",,,,,
select_one yes_no,si_sell_milk,21.1 Do the vendor KI currently sell milk in his shop?,,,,,,,,,
end_group,milk,,,,,,,,,,
begin_group,milk_price_information,milk price information,,,,"selected(${sell_milk},'yes')",,,,,
select_one yes_no,si_quantity_5l_milk,21.2 Are you collecting the price for 5 liters? ,TRUE,,,,,,,,
integer,si_quantity_other_milk,"21.3 If no, what quantity is this product sold in ? (in liters)",TRUE,,,"selected(${quantity_5L_milk},""no"")",,Value must be greater than 0,,.>0,
integer,si_price_milk,21.4 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_milk,,,,,,,,,,"round(if((selected(${quantity_5L_milk},'yes')), (${price_milk} div 5), ${price_milk}),0)"
calculate,calc_price_milk,,,,,,,,,,"round(if((selected(${quantity_5L_milk},'no')), (${price_milk} div ${quantity_other_milk}), ${price_milk}),0)"
note,price_milk_normalised,The price of one liter of milk is: ${calc_price_milk} YER,,,,"selected(${quantity_5L_milk},""no"")",,,,,
note,price_milk_display,The price of one liter of milk is: ${calc_milk} YER,,,,"selected(${quantity_5L_milk},""yes"")",,,,,
end_group,foodsi_milk_information,,,,,,,,,,
begin_group,supply_information,food Items Supply Information,,,,"selected(${foodsi_info},'yes')",,,,,
text,si_supplier_location,22.1 In what governorate is the main food items supplier of this product located?,,,,,,,,,
text,si_supplying_time,22.2 How long would it take to restock these products?,,,,,,,,,
select_multiple challenges,si_foodsi_constraints_multiple,22.3 What are the largest constraints faced by the vendor,TRUE,,,,,"Cannot select ""Do Not Know"" or "" No Constraints"" or ""Vendor Did Not Answers"" and additional options - Invalid Response",,"not((selected(.,'Do_not_know') or selected(.,'No_constraints') or selected(.,'Vendor_did_not_answer')) and count-selected(.)>1)",
end_group,foodsi_supply_information,,,,,,,,,,
end_group,foodsi,,,,,,,,,,
begin_group,nrc,,,,,"selected(${select_one_organisation_name},'NRC')",,,,,
text,nrc_pass_food,Please Enter the Password:,TRUE,,,"selected(${select_one_organisation_name},'NRC')",,,,,
note,password_incorrect,Password incorrect,TRUE,,,"${pass_food} !=""NRCtest""",,,,"not(.=${pass_food}=""NRCtest"")",
end_group,nrc,,,,,,,,,,
begin_group,food,Food information,TRUE,,,"${pass_food}=""NRCtest""",,,,,
select_one yes_no,nrc_food_info,Are you collecting food information?,TRUE,,,,,,,,
select_multiple cash,nrc_cash_feasibility_food,Which forms of payment does this vendor currently accept? (tick all that apply),TRUE,,,"selected(${Food_info},'yes')",,"Cannot select ""Do Not Know"" and additional options - Invalid Response",,"not(selected(.,'Do_not_know') and count-selected(.)>1)",
text,nrc_other_cash_feasibility_food,Please specify other:,TRUE,,,"selected(${cash_feasibility_food},""Other"")",,,,,
begin_group,wheat,Wheat,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_wheat,2.1 Do the vendor KI currently sell Wheat in his shop?,TRUE,,,,,,,,
end_group,wheat,,,,,,,,,,
begin_group,wheat_price_information,Wheat price information,,,,"selected(${sell_wheat},'yes')",,,,,
select_one yes_no,nrc_quantity_50kg_wheat,2.2 Are you collecting the price for 50 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_wheat,"2.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_50Kg_wheat},""no"")",,Value must be greater than 0,,.>0,
text,nrc_wheat_brand,2.4 What is the name of the Wheat Flour brand,TRUE,,,,,,,,
select_one type_source,nrc_wheat_type,2.5 What is the origion of the flour,TRUE,,,,,,,,
integer,nrc_price_wheat,2.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_price_wheat,,,,,,,,,,"round(if((selected(${quantity_50Kg_wheat},'yes')), (${price_wheat} div 50), ${price_wheat}),0)"
calculate,calc_wheat,,,,,,,,,,"round(if((selected(${quantity_50Kg_wheat},'no')), (${price_wheat} div ${quantity_other_wheat}), ${price_wheat}),0)"
note,price_wheat_normalised,The price of one kilogram of wheat is: ${calc_wheat} YER,,,,"selected(${quantity_50Kg_wheat},""no"")",,,,,
note,price_wheat_display,The price of one kilogram of wheat is: ${calc_price_wheat} YER,,,,"selected(${quantity_50Kg_wheat},""yes"")",,,,,
end_group,food_wheat_information,,,,,,,,,,
begin_group,rice,Rice,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_rice,3.1 Do the vendor KI currently sell rice in his shop?,,,,,,,,,
end_group,rice,,,,,,,,,,
begin_group,rice_price_information,Rice price information,,,,"selected(${sell_rice},'yes')",,,,,
select_one yes_no,nrc_quantity_10kg_rice,3.2 Are you collecting the price for 10 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_rice,"3.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_10Kg_rice},""no"")",,Value must be greater than 0,,.>0,
text,nrc_rice_brand,3.4 What is the name of the rice brand,TRUE,,,,,,,,
select_one type_source,nrc_rice_type,3.5 What is the origion of the rice,TRUE,,,,,,,,
integer,nrc_price_rice,3.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_rice,,,,,,,,,,"round(if((selected(${quantity_10Kg_rice},'yes')), (${price_rice} div 10), ${price_rice}),0)"
calculate,calc_price_rice,,,,,,,,,,"round(if((selected(${quantity_10Kg_rice},'no')), (${price_rice} div ${quantity_other_rice}), ${price_rice}),0)"
note,price_rice_normalised,The price of one kilogram of rice is: ${calc_price_rice} YER,,,,"selected(${quantity_10Kg_rice},""no"")",,,,,
note,price_rice_display,The price of one kilogram of rice is: ${calc_rice} YER,,,,"selected(${quantity_10Kg_rice},""yes"")",,,,,
end_group,food_rice_information,,,,,,,,,,
begin_group,beans,Dry beans,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_beans,6.1 Do the vendor KI currently sell beans in his shop?,,,,,,,,,
end_group,beans,,,,,,,,,,
begin_group,dry_beans_price_information,Dry beans price information,,,,"selected(${sell_beans},'yes')",,,,,
select_one yes_no,nrc_quantity_3kg_dry_beans,6.2 Are you collecting the price for 3 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_dry_beans,"6.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_3Kg_dry_beans},""no"")",,Value must be greater than 0,,.>0,
text,nrc_dry_beans_brand,6.4 What is the name of the dry beans brand,TRUE,,,,,,,,
select_one type_source,nrc_dry_beans_type,6.5 What is the origion of the dry beans,TRUE,,,,,,,,
integer,nrc_price_dry_beans,6.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_dry_beans,,,,,,,,,,"round(if((selected(${quantity_3Kg_dry_beans},'yes')), (${price_dry_beans} div 3), ${price_dry_beans}),0)"
calculate,calc_price_dry_beans,,,,,,,,,,"round(if((selected(${quantity_3Kg_dry_beans},'no')), (${price_dry_beans} div ${quantity_other_dry_beans}), ${price_dry_beans}),0)"
note,price_dry_beans_normalised,The price of one kilogram of dry beans is: ${calc_price_dry_beans} YER,,,,"selected(${quantity_3Kg_dry_beans},""no"")",,,,,
note,price_dry_beans_display,The price of one kilogram of dry beans is: ${calc_dry_beans} YER,,,,"selected(${quantity_3Kg_dry_beans},""yes"")",,,,,
end_group,food_dry_beans_information,,,,,,,,,,
begin_group,bean,Bean cans,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_bean_cans,5.1 Do the vendor KI currently sell bean cans in his shop?,,,,,,,,,
end_group,bean_cans,,,,,,,,,,
begin_group,bean_cans_price_information,Bean cans price information,,,,"selected(${sell_bean_cans},'yes')",,,,,
select_one yes_no,nrc_quantity_1can_can_beans,5.2 Are you collecting the price for  1 can (250ml)? ,TRUE,,,,,,,,
integer,nrc_quantity_other_can_beans,"5.3 If no, what quantity is this product sold in ? (can in ml)",TRUE,,,"selected(${quantity_1can_can_beans},""no"")",,Value must be greater than 0,,.>0,
text,nrc_bean_cans_brand,5.4 What is the name of the bean can brand,TRUE,,,,,,,,
select_one type_source,nrc_bean_cans_type,5.5 What is the origion of the bean can,TRUE,,,,,,,,
integer,nrc_price_bean_cans,5.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
note,price_cans_beans_normalised,The price of one can of beans is: ${price_bean_cans} YER,,,,"selected(${quantity_1can_can_beans},""no"")",,,,,
note,price_cans_beans_display,The price of one can of beans is: ${price_bean_cans} YER,,,,"selected(${quantity_1can_can_beans},""yes"")",,,,,
end_group,food_beans_cans_information,,,,,,,,,,
begin_group,lentils,Lentils,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_lentiles,6.1 Do the vendor KI currently sell lentiles in his shop?,,,,,,,,,
end_group,lentils,,,,,,,,,,
begin_group,lentils_price_information,Lentils price information,,,,"selected(${sell_lentiles},'yes')",,,,,
select_one yes_no,nrc_quantity_2kg_lentiles,6.2 Are you collecting the price for 2 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_lentiles,"6.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_2kg_lentiles},""no"")",,Value must be greater than 0,,.>0,
text,nrc_lentils_brand,6.4 What is the name of the Lentils brand,TRUE,,,,,,,,
select_one type_source,nrc_lentils_type,6.5 What is the origion of the Lentils,TRUE,,,,,,,,
integer,nrc_price_lentiles,6.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_lentiles,,,,,,,,,,"round(if((selected(${quantity_2kg_lentiles},'yes')), (${price_lentiles} div 2), ${price_lentiles}),0)"
calculate,calc_price_lentiles,,,,,,,,,,"round(if((selected(${quantity_2kg_lentiles},'no')), (${price_lentiles} div ${quantity_other_lentiles}), ${price_lentiles}),0)"
note,price_lentiles_normalised,The price of one kilogram of  lentiles is: ${calc_price_lentiles} YER,,,,"selected(${quantity_2kg_lentiles},""no"")",,,,,
note,price_lentiles_display,The price of one kilogram of lentiles  is: ${calc_lentiles} YER,,,,"selected(${quantity_2kg_lentiles},""yes"")",,,,,
end_group,food_lentils_information,,,,,,,,,,
begin_group,kidney_beans,Dry kidney beans,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_kidney_beans,7.1 Do the vendor KI currently sell kidney beans in his shop?,,,,,,,,,
end_group,kidney_beans,,,,,,,,,,
begin_group,dry_k_beans_price_information,Dry kidney beans price information,,,,"selected(${sell_kidney_beans},'yes')",,,,,
select_one yes_no,nrc_quantity_5kg_kidney_dry_beans,7.2 Are you collecting the price for 5 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_dry_bean,"7.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_5Kg_kidney_dry_beans},""no"")",,Value must be greater than 0,,.>0,
text,nrc_dry_beans_brand,7.4 What is the name of the dry kidney beans brand,TRUE,,,,,,,,
select_one type_source,nrc_dry_beans_type,7.5 What is the origion of the dry kidney beans,TRUE,,,,,,,,
integer,nrc_price_kbeans,7.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_kbeans,,,,,,,,,,"round(if((selected(${quantity_5Kg_kidney_dry_beans},'yes')), (${price_kbeans} div 5), ${price_kbeans}),0)"
calculate,calc_price_kbeans,,,,,,,,,,"round(if((selected(${quantity_5Kg_kidney_dry_beans},'no')), (${price_kbeans} div ${quantity_other_dry_bean}), ${price_kbeans}),0)"
note,price_kbeans_normalised,The price of one kilogram of Dry kidney beans is: ${calc_price_kbeans} YER,,,,"selected(${quantity_5Kg_kidney_dry_beans},""no"")",,,,,
note,price_kbeans_display,The price of one kilogram of Dry kidney beans  is: ${calc_kbeans} YER,,,,"selected(${quantity_5Kg_kidney_dry_beans},""yes"")",,,,,
end_group,food_dry_k_beans_information,,,,,,,,,,
begin_group,kidney beans cans ,Kidney bean cans,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_kidney_bean_cans,8.1 Do the vendor KI currently sell kidney bean cans in his shop?,,,,,,,,,
end_group,kidney_bean_cans,,,,,,,,,,
begin_group,kidney_bean_cans_price_information,Kidney bean cans price information,,,,"selected(${sell_kidney_bean_cans},'yes')",,,,,
select_one yes_no,nrc_quantity_1can_can_kidney_beans,8.2 Are you collecting the price for 1 can (250ml)? ,TRUE,,,,,,,,
integer,nrc_quantity_other_can_kidney_beans,"8.3 If no, what quantity is this product sold in ? (can in ml)",TRUE,,,"selected(${quantity_1can_can_kidney_beans},""no"")",,Value must be greater than 0,,.>0,
text,nrc_kiney_bean_cans_brand,8.4 What is the name of the kidney bean can brand,TRUE,,,,,,,,
select_one type_source,nrc_kidney_bean_cans_type,8.5 What is the origion of the kidney bean can,TRUE,,,,,,,,
integer,nrc_price_kidney_bean_cans,8.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
note,price_kbeans_can_normalised,The price of one kidney bean can is: ${price_kidney_bean_cans} YER,,,,"selected(${quantity_1can_can_kidney_beans},""no"")",,,,,
note,price_kbeans_can_display,The price of one kidney bean can  is: ${price_kidney_bean_cans} YER,,,,"selected(${quantity_1can_can_kidney_beans},""yes"")",,,,,
end_group,food_kidney_beans_cans_information,,,,,,,,,,
begin_group,vegetable oil,Vegetable oil,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_vegetable_oil,9.1 Do the vendor KI currently sell vegetable oil in his shop?,,,,,,,,,
end_group,vegetable_oil,,,,,,,,,,
begin_group,vegetable_oil_price_information,Vegetable oil price information,,,,"selected(${sell_vegetable_oil},'yes')",,,,,
select_one yes_no,nrc_quantity_10liters_vegetable_oil,9.2 Are you collecting the price for 10 liters? ,TRUE,,,,,,,,
integer,nrc_quantity_other_vegetable_oil,"9.3 If no, what quantity is this product sold in ? (in liters)",TRUE,,,"selected(${quantity_10liters_vegetable_oil},""no"")",,Value must be greater than 0,,.>0,
text,nrc_vegetable_oil_brand,9.4 What is the name of the vegetable oil brand,TRUE,,,,,,,,
select_one type_source,nrc_veegetable_oil_type,9.5 What is the origion of the vegetable oil,TRUE,,,,,,,,
integer,nrc_price_vegetale_oil,9.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_vegetable_oil,,,,,,,,,,"round(if((selected(${quantity_10liters_vegetable_oil},'yes')), (${price_vegetale_oil} div 10), ${price_vegetale_oil}),0)"
calculate,calc_price_vegetable_oil,,,,,,,,,,"round(if((selected(${quantity_10liters_vegetable_oil},'no')), (${price_vegetale_oil} div ${quantity_other_vegetable_oil}), ${price_vegetale_oil}),0)"
note,price_vegetable_oil_normalised,The price of one liter of vegetable oil is: ${calc_price_vegetable_oil} YER,,,,"selected(${quantity_10liters_vegetable_oil},""no"")",,,,,
note,price_vegetable_oil_display,The price of one liter of vegetable oil is: ${calc_vegetable_oil} YER,,,,"selected(${quantity_10liters_vegetable_oil},""yes"")",,,,,
end_group,food_vegetable_oil_information,,,,,,,,,,
begin_group,milk,Milk,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_milk,10.1 Do the vendor KI currently sell milk in his shop?,,,,,,,,,
end_group,milk,,,,,,,,,,
begin_group,milk_price_information,milk price information,,,,"selected(${sell_milk},'yes')",,,,,
select_one yes_no,nrc_quantity_5l_milk,10.2 Are you collecting the price for 5 liters? ,TRUE,,,,,,,,
integer,nrc_quantity_other_milk,"10.3 If no, what quantity is this product sold in ? (in liters)",TRUE,,,"selected(${quantity_5L_milk},""no"")",,Value must be greater than 0,,.>0,
text,nrc_milk_brand,10.4 What is the name of the milk brand,TRUE,,,,,,,,
select_one type_source,nrc_milk_type,10.5 What is the origion of the milk,TRUE,,,,,,,,
integer,nrc_price_milk,10.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_milk,,,,,,,,,,"round(if((selected(${quantity_5L_milk},'yes')), (${price_milk} div 5), ${price_milk}),0)"
calculate,calc_price_milk,,,,,,,,,,"round(if((selected(${quantity_5L_milk},'no')), (${price_milk} div ${quantity_other_milk}), ${price_milk}),0)"
note,price_milk_normalised,The price of one liter of milk is: ${calc_price_milk} YER,,,,"selected(${quantity_5L_milk},""no"")",,,,,
note,price_milk_display,The price of one liter of milk is: ${calc_milk} YER,,,,"selected(${quantity_5L_milk},""yes"")",,,,,
end_group,food_milk_information,,,,,,,,,,
begin_group,suger,Suger,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_suger,11.1 Do the vendor KI currently sell suger in his shop?,,,,,,,,,
end_group,suger,,,,,,,,,,
begin_group,suger_price_information,Suger price information,,,,"selected(${sell_suger},'yes')",,,,,
select_one yes_no,nrc_quantity_5kg_suger,11.2 Are you collecting the price for 5 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_suger,"11.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_5kg_suger},""no"")",,Value must be greater than 0,,.>0,
text,nrc_suger_brand,11.4 What is the name of the suger brand,TRUE,,,,,,,,
select_one type_source,nrc_suger_type,11.5 What is the origion of the suger,TRUE,,,,,,,,
integer,nrc_price_suger,11.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_suger,,,,,,,,,,"round(if((selected(${quantity_5kg_suger},'yes')), (${price_suger} div 5), ${price_suger}),0)"
calculate,calc_price_suger,,,,,,,,,,"round(if((selected(${quantity_5kg_suger},'no')), (${price_suger} div ${quantity_other_suger}), ${price_suger}),0)"
note,price_suger_normalised,The price of one kilogram of suger is: ${calc_price_suger} YER,,,,"selected(${quantity_5kg_suger},""no"")",,,,,
note,price_suger_display,The price of one kilogram of suger is: ${calc_suger} YER,,,,"selected(${quantity_5kg_suger},""yes"")",,,,,
end_group,food_suger_information,,,,,,,,,,
begin_group,tuna,Tuna,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_tuna,12.1 Do the vendor KI currently sell tuna in his shop?,,,,,,,,,
end_group,tuna,,,,,,,,,,
begin_group,tuna_price_information,Tuna price information,,,,"selected(${sell_tuna},'yes')",,,,,
select_one yes_no,nrc_quantity_4kg_tuna,12.2 Are you collecting the price for 4 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_tuna,"12.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_4kg_tuna},""no"")",,Value must be greater than 0,,.>0,
text,nrc_tuna_brand,12.4 What is the name of the tuna brand,TRUE,,,,,,,,
select_one type_source,nrc_tuna_type,12.5 What is the origion of the tuna,TRUE,,,,,,,,
integer,nrc_price_tuna,12.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_tuna,,,,,,,,,,"round(if((selected(${quantity_4kg_tuna},'yes')), (${price_tuna} div 4), ${price_tuna}),0)"
calculate,calc_price_tuna,,,,,,,,,,"round(if((selected(${quantity_4kg_tuna},'no')), (${price_tuna} div ${quantity_other_tuna}), ${price_tuna}),0)"
note,price_tuna_normalised,The price of one kilogram of tuna is: ${calc_price_tuna} YER,,,,"selected(${quantity_4kg_tuna},""no"")",,,,,
note,price_tuna_display,The price of one kilogram of tuna is: ${calc_tuna} YER,,,,"selected(${quantity_4kg_tuna},""yes"")",,,,,
end_group,food_tuna_information,,,,,,,,,,
begin_group,tomato paste,Tomato paste,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_tomato_paste,13.1 Do the vendor KI currently sell tomato paste in his shop?,,,,,,,,,
end_group,tomato paste,,,,,,,,,,
begin_group,tomato_paste_price_information,Tomato paste price information,,,,"selected(${sell_tomato_paste},'yes')",,,,,
select_one yes_no,nrc_quantity_250ml_tomato_paste,13.2 Are you collecting the price for 250ml ? ,TRUE,,,,,,,,
integer,nrc_quantity_other_tuna,"13.3 If no, what quantity is this product sold in ? (in ml)",TRUE,,,"selected(${quantity_250ml_tomato_paste},""no"")",,Value must be greater than 0,,.>0,
text,nrc_tuna_brand,13.4 What is the name of the tomato paste brand,TRUE,,,,,,,,
select_one type_source,nrc_tuna_type,13.5 What is the origion of the tomato paste,TRUE,,,,,,,,
integer,nrc_price_tomato_paste,13.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
note,price_tomato_paste_normalised,The price of one tomato paste can is: ${price_tomato_paste} YER,,,,"selected(${quantity_250ml_tomato_paste},""no"")",,,,,
note,price_tomato_paste_display,The price of one tomato paste can is: ${price_tomato_paste} YER,,,,"selected(${quantity_250ml_tomato_paste},""yes"")",,,,,
end_group,food_tomato_paste_information,,,,,,,,,,
begin_group,meat,Meat (Sheep/Goat),,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_meat,16.1 Do the vendor KI currently sell meat in his shop?,,,,,,,,,
end_group,meat,,,,,,,,,,
begin_group,meat_price_information,Meat (Sheep/Goat) price information,,,,"selected(${sell_meat},'yes')",,,,,
select_one yes_no,nrc_quantity_2kg_meat,16.2 Are you collecting the price for 2 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_meat,"16.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_2kg_meat},""no"")",,Value must be greater than 0,,.>0,
text,nrc_meat_brand,16.4 What is the name of the meat (Sheep/Goat) brand,TRUE,,,,,,,,
select_one type_source,nrc_meat_type,16.5 What is the origion of the meat (Sheep/Goat),TRUE,,,,,,,,
integer,nrc_price_meat,16.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_meat,,,,,,,,,,"round(if((selected(${quantity_2kg_meat},'yes')), (${price_meat} div 2), ${price_meat}),0)"
calculate,calc_price_meat,,,,,,,,,,"round(if((selected(${quantity_2kg_meat},'no')), (${price_meat} div ${quantity_other_meat}), ${price_meat}),0)"
note,price_meat_normalised,The price of one kilogram of meat is: ${calc_price_meat} YER,,,,"selected(${quantity_2kg_meat},""no"")",,,,,
note,price_meat_display,The price of one kilogram of meat is: ${calc_meat} YER,,,,"selected(${quantity_2kg_meat},""yes"")",,,,,
end_group,food_meat_information,,,,,,,,,,
begin_group,fish,Fish,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_fish,15.1 Do the vendor KI currently sell fish in his shop?,,,,,,,,,
end_group,fish,,,,,,,,,,
begin_group,fish_price_information,Fish price information,,,,"selected(${sell_fish},'yes')",,,,,
select_one yes_no,nrc_quantity_1kg_fish,15.2 Are you collecting the price for 1 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_fish,"15.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_1kg_fish},""no"")",,Value must be greater than 0,,.>0,
text,nrc_fish_brand,15.4 What is the name of the fish brand,TRUE,,,,,,,,
select_one type_source,nrc_fish_type,15.5 What is the origion of the fish,TRUE,,,,,,,,
integer,nrc_price_fish,15.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_fish,,,,,,,,,,"round(if((selected(${quantity_1kg_fish},'yes')), (${price_fish} div 1), ${price_fish}),0)"
calculate,calc_price_fish,,,,,,,,,,"round(if((selected(${quantity_1kg_fish},'no')), (${price_fish} div ${quantity_other_fish}), ${price_fish}),0)"
note,price_fish_normalised,The price of one kilogram of fish is: ${calc_price_fish} YER,,,,"selected(${quantity_1kg_fish},""no"")",,,,,
note,price_fish_display,The price of one kilogram of fish is: ${calc_fish} YER,,,,"selected(${quantity_1kg_fish},""yes"")",,,,,
end_group,food_fish_information,,,,,,,,,,
begin_group,tomato,Tomato,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_tomato,16.1 Do the vendor KI currently sell tomato in his shop?,,,,,,,,,
end_group,tomato,,,,,,,,,,
begin_group,tomato_price_information,Tomato price information,,,,"selected(${sell_tomato},'yes')",,,,,
select_one yes_no,nrc_quantity_1kg_tomato,16.2 Are you collecting the price for 1 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_tomato,"16.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_1kg_tomato},""no"")",,Value must be greater than 0,,.>0,
text,nrc_tomato_brand,16.4 What is the name of the tomato brand,TRUE,,,,,,,,
select_one type_source,nrc_tomato_type,16.5 What is the origion of the tomato,TRUE,,,,,,,,
integer,nrc_price_tomato,16.6 Write the price for the quantity you entered (in YER).,TRUE,,,,,Value must be greater than 0,,.>0,
calculate,calc_tomato,,,,,,,,,,"round(if((selected(${quantity_1kg_tomato},'yes')), (${price_tomato} div 1), ${price_tomato}),0)"
calculate,calc_price_tomato,,,,,,,,,,"round(if((selected(${quantity_1kg_tomato},'no')), (${price_tomato} div ${quantity_other_tomato}), ${price_tomato}),0)"
note,price_tomato_normalised,The price of one kilogram of tomato is: ${calc_price_tomato} YER,,,,"selected(${quantity_1kg_tomato},""no"")",,,,,
note,price_tomato_display,The price of one kilogram of tomato is: ${calc_tomato} YER,,,,"selected(${quantity_1kg_tomato},""yes"")",,,,,
end_group,food_tomato_information,,,,,,,,,,
begin_group,green leaves,Green leaves,,,,"selected(${Food_info},'yes')",,,,,
select_one yes_no,nrc_sell_green_leaves,17.1 Do the vendor KI currently sell green leaves in his shop?,,,,,,,,,
end_group,green leaves,,,,,,,,,,
begin_group,green leaves_price_information,Green leaves price information,,,,"selected(${sell_green_leaves},'yes')",,,,,
select_one yes_no,nrc_quantity_1kg_green_leaves,17.2 Are you collecting the price for 1 Kg? ,TRUE,,,,,,,,
integer,nrc_quantity_other_green_leaves,"17.3 If no, what quantity is this product sold in ? (in Kg)",TRUE,,,"selected(${quantity_1kg_green_leaves},""no"")",,Value must be greater than 0,,.>0,
text,nrc_green_leaves_brand,17.4 What is the name of the green leaves brand,TRUE,,,,,,,,
select_one type_source,nrc_green_leaves_type,17.5 What is the origion of the green leaves,TRUE,,,,,,,,
